english;required_age;achievements;median_playtime;owners;price;gusta o no gusta
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.4592187;0
0.13150664608837087;-0.13094760419024004;-0.06920836956178313;1.392307621728752;3.1677578912411746;0.10949847;1
0.13150664608837087;-0.13094760419024004;-0.027813899614546837;-0.22595143720744532;-0.5285757041394258;0.4507288;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;0.7237131;1
0.13150664608837087;-0.13094760419024004;-0.027813899614546837;-0.22595143720744532;0.21069101493669423;0.10949847;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.68556815;1
0.13150664608837087;-0.13094760419024004;-0.09468188952931314;-0.22595143720744532;-0.5285757041394258;-0.23173183;0
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;0.9499577340128144;-0.68556815;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.49334174;0
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;0.1322472;1
0.13150664608837087;-0.13094760419024004;0.083632750243397;0.30898801915186247;2.4284911721650544;-0.5957109;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;0.9499577340128144;-0.36822397;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;1.019446;0
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;0.5321034707992119;-0.5285757041394258;0.10949847;1
-7.604178417933438;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.49334174;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.2232632992357905;-0.5285757041394258;-0.5957109;0
0.13150664608837087;-0.13094760419024004;-0.005524569642958071;-0.22595143720744532;-0.5285757041394258;-0.0952397;1
0.13150664608837087;-0.13094760419024004;-0.06920836956178313;-0.22595143720744532;-0.5285757041394258;0.4507288;1
0.13150664608837087;-0.13094760419024004;-0.005524569642958071;-0.22595143720744532;0.9499577340128144;0.10949847;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;0.56447226;0
0.13150664608837087;-0.13094760419024004;-0.053287419582076855;-0.22595143720744532;-0.5285757041394258;1.4744198;0
0.13150664608837087;-0.13094760419024004;-0.08831350953743064;-0.22595143720744532;-0.5285757041394258;-0.3568496;1
0.13150664608837087;-0.13094760419024004;0.20781616008510584;0.32511684698179133;1.6892244530889344;-0.5047161;0
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.23173183;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.68556815;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.4592187;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.23173183;0
0.13150664608837087;-0.13094760419024004;-0.008708759638899324;-0.22595143720744532;-0.5285757041394258;-0.49334174;1
0.13150664608837087;-0.13094760419024004;-0.1106028395090194;0.33318126089675576;2.4284911721650544;-0.5957109;0
0.13150664608837087;-0.13094760419024004;-0.01826132962672308;-0.22595143720744532;-0.5285757041394258;2.7255976;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.68556815;1
0.13150664608837087;-0.13094760419024004;0.01039638033674819;-0.22595143720744532;-0.5285757041394258;-0.68556815;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.13455474617118168;1.6892244530889344;0.10949847;1
0.13150664608837087;-0.13094760419024004;0.01039638033674819;-0.18831750560427793;1.6892244530889344;-0.68556815;1
0.13150664608837087;-0.13094760419024004;0.5962873395899386;0.5482322986291408;1.6892244530889344;-0.5957109;1
0.13150664608837087;-0.13094760419024004;-0.06602417956584186;-0.22595143720744532;-0.5285757041394258;0.56447226;1
0.13150664608837087;-0.13094760419024004;-0.13289216948060817;-0.22595143720744532;-0.5285757041394258;-0.5957109;1
0.13150664608837087;-0.13094760419024004;-0.08194512954554813;0.4622118835361868;0.21069101493669423;-0.23173183;1
0.13150664608837087;-0.13094760419024004;0.016764760328630696;5.193334713648658;0.9499577340128144;2.8393412;1
