english;required_age;achievements;median_playtime;owners;price;gusta o no gusta
0.13916893275819892;-0.14199987219049848;-0.03679150878115038;-0.15272423538318583;-0.5542985567369194;0.9326177;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;0.16838535035163263;-0.43889284;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;0.26281023;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;0.00764549;1
0.13916893275819892;-0.14199987219049848;0.18150174480293105;-0.15272423538318583;0.16838535035163263;2.9101446;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;-0.24751928;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;-0.75784874;1
0.13916893275819892;-0.14199987219049848;-0.02163225506003362;7.510177862596493;-0.5542985567369194;-0.08804135;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;0.23091458;0
0.13916893275819892;-0.14199987219049848;0.03597290908021009;-0.15272423538318583;0.16838535035163263;1.5864773;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;0.17697982651570338;3.0591209787058404;0.26281023;1
0.13916893275819892;-0.14199987219049848;-0.03375965803692703;-0.15272423538318583;-0.5542985567369194;0.86882645;1
0.13916893275819892;-0.14199987219049848;0.026877356847540033;-0.15272423538318583;0.16838535035163263;0.26281023;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;0.8910692574401847;0.26281023;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;-0.15272423538318583;-0.5542985567369194;-0.42294502;1
0.13916893275819892;-0.14199987219049848;-0.12471518036362762;0.09485573783759178;0.16838535035163263;-0.75784874;1
0.13916893275819892;-0.14199987219049848;-0.07923741920027733;-0.15272423538318583;-0.5542985567369194;-0.75784874;1
0.13916893275819892;-0.14199987219049848;-0.09439667292139409;-0.15272423538318583;-0.5542985567369194;0.23091458;0
